Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Exhibit01,https://github.com/EgleasonBPS/TechTV/blob/afa990809d7b66a9cfeeb28607bc6ea14508e3ba/TechCenter.png?raw=true,0:10:00,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
